Gene	Length	YM9A	YC0A	YC1A	YC2A	YC3A	YC4A	YH1A	YH2A	YH3A	YH4A	RC1A	RC2A	RC3A	RC4A	RH1A	RH2A	RH3A	RH4A	YM9B	YC0B	YC1B	YC2B	YC3B	YC4B	YH1B	YH2B	YH3B	YH4B	RC1B	RC2B	RC3B	RC4B	RH1B	RH2B	RH3B	RH4B
CNAG_06772	1342	111.357	68.276	25.659	56.214	42.413	72.807	25.553	64.582	52.001	77.06	55.399	60.226	44.32	80.366	42.311	75.971	70.271	80.69	55.457	40.257	13.774	35.259	34.71	59.895	15.94	49.167	104.565	94.987	5.086	44.479	37.943	65.876	20.24	67.011	60.693	83.023
CNAG_06773	3143	220.603	356.221	169.012	210.546	139.998	189.396	130.883	129.165	143.521	223.727	220.59	349.508	308.339	359.606	125.688	347.294	250.224	298.728	255.811	149.963	102.264	112.789	68.134	155.411	82.668	90.896	145.77	177.613	115.714	251.215	246.837	265.976	120.343	324.153	265.315	323.437
CNAG_06774	1058	70.192	18.801	61.357	103.229	103.157	102.968	90.995	100.812	98.454	62.717	43.816	37.518	72.055	34.394	15.763	18.088	6.321	14.671	92.653	6.761	38.123	59.609	75.719	60.9	48.748	78.501	74.436	50.747	59.764	51.997	31.48	31.017	47.59	25.329	14.74	23.721
CNAG_06775	1163	115.052	71.244	68.609	90.623	107.65	150.804	139.609	190.072	142.828	141.605	80.581	59.239	61.722	74.577	58.903	73.71	65.066	45.024	161.805	19.975	72.906	55.128	85.875	92.213	90.638	101.639	141.783	93.686	45.777	65.779	48.575	56.544	83.146	69.255	46.82	45.839
CNAG_06776	2028	8.444	7.916	4.462	3.066	3.954	5.189	0.623	11.026	14.098	13.921	0.504	10.86	7.07	9.365	0.83	13.114	0	1.518	5.241	4.61	1.67	6.428	4.885	6.607	2.039	5.784	11.52	27.325	0	4.385	6.046	7.137	0	6.413	4.769	10.578
CNAG_06777	1843	1.056	9.895	1.673	3.066	2.336	2.108	4.571	8.401	8.551	10.828	0	10.202	13.595	4.086	2.904	13.34	4.09	10.118	5.749	11.063	4.452	0.779	2.571	1.005	5.19	7.437	3.545	9.108	11.444	0.626	5.212	0.823	6.017	7.374	2.168	19.554
CNAG_06778	1816	206.354	114.782	38.488	109.702	150.063	238.691	70.843	151.742	119.486	259.022	37.269	115.844	135.136	154.603	43.97	129.557	78.079	97.89	200.016	34.111	29.218	70.128	145.525	222.344	30.769	77.675	113.869	243.324	13.352	140.33	108.408	167.436	36.103	116.067	104.479	150.339
CNAG_06779	664	185.771	66.297	81.438	58.599	116.815	161.668	67.311	132.84	131.272	153.839	61.946	81.289	51.662	85.985	23.23	77.779	60.232	69.813	174.486	23.355	31.583	53.375	76.748	139.037	57.089	89.657	92.602	133.373	67.394	87.706	67.547	73.013	66.736	84.966	84.103	45.839
CNAG_06780	1937	11.611	2.969	3.347	2.726	4.852	7.621	6.025	15.752	6.24	8.015	9.065	4.607	9.789	10.727	4.563	7.687	11.526	3.794	4.565	0.615	4.313	2.338	8.356	5.889	10.565	7.024	5.76	14.964	5.722	10.65	6.254	3.843	10.94	14.428	19.508	12.822
CNAG_06781	958	3.167	20.78	10.04	7.154	8.626	10.378	7.895	11.026	13.636	17.437	17.123	14.151	6.798	11.067	5.393	15.375	9.667	11.13	12.342	19.053	10.852	6.428	3.471	8.905	8.712	9.916	9.748	14.313	10.808	5.638	11.883	13.999	8.752	23.726	9.971	22.118
CNAG_06782	1806	35.888	34.633	45.181	63.028	62.9	68.105	60.04	72.458	82.97	70.873	63.457	44.429	39.698	70.661	56.829	55.847	23.052	39.965	56.302	24.584	41.74	53.57	67.749	43.664	40.778	69.825	104.565	61.156	29.882	53.877	53.996	73.288	84.24	67.652	110.114	66.995
CNAG_06783	1177	0	0	3.347	0	1.078	3.405	0	2.625	1.618	1.125	4.533	1.316	6.254	0.851	0	1.583	0	3.794	0	1.229	0	0	0	1.724	0	2.066	4.874	0	5.722	2.506	2.293	1.098	0	1.924	6.503	9.617
CNAG_06784	2307	5.805	0	15.06	0.341	6.29	10.378	12.673	11.026	25.654	9.703	0	11.848	12.236	19.07	0.415	11.531	2.231	11.13	2.874	9.526	7.792	2.727	11.699	7.038	14.272	15.287	7.532	6.506	5.722	5.012	7.297	14.822	1.641	26.933	27.312	14.745
CNAG_06785	1667	13.722	23.748	27.332	8.858	6.829	10.216	20.152	21.527	18.027	13.781	26.692	22.05	53.837	108.12	12.03	40.472	46.475	68.042	11.159	34.111	15.026	10.13	10.413	10.198	8.341	13.634	13.292	13.663	38.783	21.3	80.264	86.463	26.257	68.614	124.854	207.077
CNAG_06786	1401	22.694	4.948	0	3.066	6.11	16.053	2.285	9.451	6.009	7.031	8.058	18.101	18.761	18.559	0	16.053	1.859	12.141	14.371	0.922	3.617	6.234	7.328	9.623	0	2.892	0	0	3.815	6.265	21.89	17.018	3.282	16.993	8.237	12.502
CNAG_06790	5036	75.997	92.024	61.915	39.861	38.1	56.592	39.265	82.434	79.272	128.808	82.595	92.807	77.765	96.031	81.718	138.375	97.041	139.626	77.436	103.253	42.297	23.96	25.325	50.99	38.924	54.125	93.488	165.903	59.129	56.382	76.094	54.074	64.548	104.845	104.912	152.903
CNAG_06791	1262	0.528	87.076	100.403	4.429	5.391	0.973	55.677	17.852	21.031	12.937	136.987	38.505	13.595	16.175	67.2	18.088	24.167	21.753	9.468	92.805	125.916	12.857	0	0	79.146	26.856	20.381	42.939	124.615	22.553	4.378	21.135	83.146	37.513	44.653	40.069
CNAG_06792	851	58.581	87.076	37.372	30.321	22.464	39.566	25.761	62.482	58.241	76.638	53.888	32.252	60.635	88.88	25.304	70.996	40.155	49.071	63.065	47.017	25.044	9.35	24.811	30.881	14.458	27.269	67.347	121.011	18.438	68.285	60.25	90.855	31.18	116.387	103.178	132.709
CNAG_06793	3533	45.387	19.79	20.081	32.706	43.851	32.107	4.571	49.881	65.405	53.576	10.073	50.024	44.864	45.121	9.956	44.09	33.462	25.547	58.838	19.667	6.261	21.818	57.593	29.445	7.414	26.856	49.624	52.048	6.994	67.032	53.579	45.839	21.881	59.636	57.225	33.658
CNAG_06794	626	62.803	72.234	55.779	13.628	24.98	52.862	31.786	39.905	38.596	49.358	23.671	34.556	16.586	22.475	17.422	34.142	24.539	29.089	52.921	30.116	35.062	19.675	27.125	28.296	20.945	30.987	37.218	26.675	19.71	31.324	13.343	7.137	20.787	42.643	12.572	24.683
CNAG_06795	1326	118.746	92.024	81.438	134.232	167.854	376.847	45.705	28.353	29.351	154.682	84.106	63.517	69.879	78.494	33.6	25.324	5.577	15.683	232.309	157.031	95.307	143.567	242.327	324.324	51.157	73.543	96.146	129.469	85.196	157.871	143.641	106.775	42.667	29.498	27.745	31.735
CNAG_06796	1797	40.11	19.79	20.638	32.025	40.795	44.43	33.24	39.905	44.836	70.591	19.642	50.353	32.9	28.094	17.422	47.934	36.065	37.689	46.496	17.824	17.392	28.441	36.253	44.095	31.881	57.43	44.307	50.747	6.358	31.95	18.763	40.349	16.957	36.872	33.381	36.864
CNAG_06797	6090	184.188	150.404	51.317	149.563	148.265	178.856	50.484	242.053	135.201	151.026	52.881	167.843	133.777	146.601	68.444	177.943	154.67	163.656	171.442	115.853	45.219	132.074	158.38	168.194	55.977	165.679	128.934	182.818	46.413	148.474	109.867	177.866	109.95	162.557	135.259	232.721
CNAG_06798	2052	199.493	71.244	220.329	258.924	227.52	198.153	250.132	215.8	193.211	140.48	325.345	136.578	200.665	130.766	102.459	89.311	68.04	66.272	146.419	29.501	168.909	168.112	156.195	122.663	186.28	207.409	168.81	88.481	203.453	184.809	101.737	79.601	154.258	77.271	76.733	60.584
CNAG_06799	1242	101.858	7.916	36.257	67.457	73.504	88.212	67.727	55.131	64.25	72.419	56.407	65.821	54.109	39.502	49.778	62.404	42.386	39.459	118.015	35.647	38.54	38.181	47.694	69.231	43.373	99.16	113.869	89.783	41.962	73.924	41.904	51.054	68.377	64.125	31.214	61.225
CNAG_06800	690	3.694	92.024	293.958	8.517	3.594	0.973	112.809	50.406	15.022	10.265	344.987	125.059	21.48	9.365	114.074	20.801	32.347	7.082	5.749	396.419	319.591	14.61	0	0.144	227.614	67.346	34.116	18.217	392.919	182.303	10.007	4.117	271.867	81.118	170.807	36.864
CNAG_06801	1196	29.027	49.475	17.849	3.066	16.354	18.486	4.363	9.976	18.027	21.374	8.562	9.215	19.033	20.773	5.807	20.123	14.872	17.706	35.506	6.761	7.792	10.324	15.17	21.114	4.263	5.784	19.938	24.723	13.352	13.782	26.685	21.41	17.504	31.421	34.248	20.836
CNAG_06802	447	0	0	0	0	0	0	0	0	0	0	0	2.962	0	0.341	0	0	0	0	0	0	1.809	0	0	0	0	0	0	0	0	0	2.71	4.392	3.282	0	0	0
CNAG_06804	3415	61.748	41.559	49.086	29.299	45.109	73.456	22.229	23.103	62.863	78.185	38.276	103.009	85.65	127.701	18.252	75.518	68.412	40.218	63.572	33.803	33.949	39.155	60.935	69.375	29.286	25.616	22.597	64.409	43.234	88.332	104.655	127.91	37.744	63.163	90.606	66.034
CNAG_06805	1414	13.194	1.979	6.136	0.681	10.783	6.648	8.933	6.826	15.716	6.187	15.109	2.962	2.175	4.938	7.052	3.392	5.949	1.012	4.058	2.766	3.617	4.675	9.513	2.442	3.336	1.653	5.317	5.205	7.629	3.132	4.378	0	5.47	0	8.237	3.847
CNAG_06806	1427	229.575	314.662	149.489	123.33	113.221	111.562	111.562	106.587	123.183	140.62	110.799	107.617	131.33	128.723	32.77	69.414	42.757	58.177	243.637	74.367	135.099	137.139	99.631	100.543	89.896	102.465	85.07	90.433	81.381	53.877	110.701	131.478	35.009	104.203	40.317	89.755
CNAG_06807	1399	4.75	35.622	25.101	10.902	10.424	16.215	21.398	12.601	15.716	8.859	23.167	17.442	17.13	8.513	2.489	18.54	21.936	7.841	13.188	8.604	21.844	12.857	11.056	7.9	12.604	11.155	12.849	25.373	25.432	31.95	24.809	5.49	27.898	22.444	29.479	14.425
CNAG_06808	1344	8.444	12.864	23.985	23.508	12.4	12.486	8.518	21.527	19.645	27.14	17.123	24.025	24.199	11.578	0.415	11.757	6.692	1.265	28.574	9.219	26.157	17.142	17.098	25.279	30.213	26.443	8.418	24.723	34.333	12.529	12.509	4.666	21.334	15.39	12.572	6.732
CNAG_06809	2496	37.471	80.15	27.332	66.775	44.21	39.566	34.487	25.203	39.289	55.123	16.62	61.871	36.163	31.329	20.741	34.594	19.706	30.353	53.935	33.496	49.393	55.518	48.08	57.166	28.174	35.532	17.723	59.855	28.611	77.056	48.367	43.643	24.616	45.85	41.618	60.905
CNAG_06810	1680	2.639	11.874	30.679	25.552	20.488	9.243	39.473	3.15	16.871	16.312	16.62	21.392	4.894	10.897	5.807	14.471	5.949	11.13	11.328	0	14.331	13.831	11.056	14.651	12.975	21.898	5.76	5.205	6.994	15.662	8.131	6.313	12.581	4.489	5.202	15.707
CNAG_06811	508	1450.283	148.425	197.459	388.727	1150	1472.687	144.595	380.669	746.265	996.716	230.663	305.408	577.796	697.077	51.022	188.344	223.082	138.867	1160.532	63.611	126.473	252.85	845.124	1054.411	118.441	328.467	912.283	866.597	111.899	333.283	636.688	659.862	148.788	204.88	248.841	148.095
CNAG_06812	5391	198.965	74.213	128.293	97.097	217.456	241.448	168.902	174.32	228.109	243.132	96.697	93.136	148.188	165.671	89.185	114.408	98.528	81.448	163.327	93.42	142.056	90.192	206.203	223.062	187.207	202.451	248.12	327.902	108.084	135.318	158.859	185.003	121.984	125.365	163.871	192.652
CNAG_06813	2347	187.882	130.614	191.881	275.277	208.83	210.639	189.885	198.473	197.602	154.964	68.997	115.515	118.55	88.88	26.548	60.596	20.077	39.965	189.026	70.065	114.647	246.811	264.696	215.45	158.662	177.248	138.238	176.963	62.943	97.103	105.698	89.208	48.137	95.867	86.704	78.535
CNAG_06814	3020	25.86	48.486	51.317	50.422	55.352	35.836	27.423	51.456	27.502	39.092	38.78	60.226	57.1	46.143	16.178	30.298	24.539	23.524	28.405	19.053	35.479	29.999	52.194	25.854	20.203	44.209	24.369	35.132	28.611	41.974	65.67	71.641	22.428	34.948	14.306	20.836
CNAG_06815	1594	3.694	11.874	14.503	16.353	10.783	9.405	12.05	22.578	20.107	17.859	9.569	11.848	7.613	15.324	4.563	29.619	13.013	11.635	13.864	15.058	11.687	16.363	10.67	15.8	12.048	14.048	3.101	14.313	12.08	26.938	14.385	6.588	16.957	15.711	11.705	15.387
CNAG_06816	2971	3.167	39.58	3.347	13.628	12.221	8.432	3.116	12.076	11.787	7.734	11.08	7.24	21.752	13.281	0	13.114	11.526	5.818	6.763	4.302	7.235	6.818	7.199	4.884	9.082	11.982	11.52	0	0	19.421	13.134	13.999	20.24	12.825	8.67	8.334
CNAG_06817	2563	21.11	29.685	16.176	21.804	45.468	6.324	11.634	36.229	20.107	8.859	11.583	35.214	14.683	9.024	8.711	9.722	11.154	15.683	14.371	4.917	4.313	30.584	42.68	16.374	7.043	33.053	6.203	17.566	1.907	63.9	42.112	9.881	9.299	8.336	6.069	32.376
CNAG_06818	2968	25.86	47.496	22.312	60.983	25.52	34.377	31.786	48.306	28.889	22.921	14.102	40.48	48.671	92.115	28.622	45.221	30.116	56.913	20.627	19.36	8.487	37.986	13.113	16.805	26.876	30.987	31.015	14.313	13.987	45.732	49.826	45.29	17.504	27.253	23.844	46.801
CNAG_06819	6030	214.798	503.657	301.767	281.75	191.577	199.936	299.577	284.058	243.594	261.132	343.476	385.051	290.937	335.428	238.932	319.709	237.211	242.828	176.684	207.429	299.834	239.798	176.121	176.956	331.226	245.42	233.055	171.107	270.211	286.924	240.374	235.783	374.706	357.177	337.28	343.632
CNAG_06820	1611	59.109	42.549	20.638	34.069	23.722	35.512	28.046	24.153	18.027	20.39	32.736	57.264	36.435	26.392	22.4	18.54	19.706	26.812	58.838	19.667	14.887	30.194	28.411	24.992	32.437	38.424	13.735	10.41	27.339	40.721	36.066	24.704	14.222	17.314	20.809	11.219
CNAG_06821	2695	55.415	169.205	141.68	86.535	28.934	42.971	201.311	45.68	22.187	16.734	115.835	101.693	41.329	41.716	30.281	40.698	15.988	10.118	60.022	47.632	100.037	105.971	22.24	29.158	172.193	66.933	14.621	19.518	71.844	142.835	51.285	32.389	102.839	47.773	25.578	18.913
CNAG_06822	3230	6.333	0	0	0	5.032	4.378	3.116	3.675	6.471	15.89	0.504	4.937	3.263	9.194	5.807	10.401	15.244	7.588	4.227	2.151	0.139	10.909	3.6	1.724	5.561	5.784	11.077	1.952	3.179	4.385	2.293	3.294	5.47	7.695	9.104	14.745
CNAG_06823	962	0	16.822	7.251	0.681	2.336	0	0	0	0.462	3.234	0	3.291	0	0.511	6.637	1.809	7.436	12.141	0	0	0.974	0	1.8	1.149	0	1.239	3.101	4.554	0	3.132	0.625	0	6.017	2.244	0	0.321
CNAG_06824	2005	86.553	206.806	55.779	58.939	58.587	64.213	55.677	74.559	68.41	101.528	73.53	88.858	111.752	101.991	89.185	123.904	116.374	121.92	48.356	22.74	17.113	25.519	25.711	41.941	22.428	31.814	39.433	54	31.79	38.215	47.741	67.798	73.3	94.585	90.606	58.661
CNAG_06825	1708	55.415	57.391	30.121	33.047	49.781	59.186	22.229	49.356	32.818	44.717	25.181	72.732	68.52	69.81	28.207	94.963	58.745	54.383	62.051	23.048	14.192	30.194	29.953	38.206	14.643	19.832	37.218	33.831	24.796	62.647	46.907	65.053	44.308	64.766	50.288	51.609
CNAG_06826	1880	45.387	32.654	46.855	57.577	53.196	31.62	48.614	65.107	43.68	47.811	13.094	26.328	23.384	28.605	27.378	41.829	16.359	34.148	32.801	11.985	24.209	42.856	41.909	33.897	54.865	57.843	65.131	30.578	3.179	27.565	12.3	24.155	16.41	32.704	23.844	33.979
CNAG_06827	1421	0	79.16	90.363	3.748	0.359	0.486	29.708	6.826	4.391	4.64	60.436	2.633	1.36	3.235	2.904	4.974	0.372	6.324	1.184	126.916	127.864	7.792	0	2.873	53.196	1.653	11.52	1.952	84.56	4.385	0	0	47.043	1.603	21.676	7.052
CNAG_06828	2769	58.581	103.898	138.333	120.604	97.226	80.429	139.609	164.344	90.828	73.263	125.907	112.553	97.613	81.218	51.852	69.866	41.27	53.877	62.558	55.929	178.926	111.036	91.66	73.684	182.944	123.537	57.156	84.578	101.727	61.394	85.267	88.933	91.899	101.638	78.901	92.64
CNAG_06829	1810	132.995	143.478	69.166	54.17	54.813	76.861	54.846	50.406	73.725	59.061	34.75	28.303	52.477	29.456	4.563	23.741	32.719	31.871	97.556	78.977	101.707	58.05	88.061	62.48	96.754	60.735	68.676	40.988	58.493	33.829	29.395	44.741	9.299	25.009	54.624	24.362
CNAG_06830	2755	571.036	248.365	671.026	1074.535	515.784	347.173	1241.313	1017.567	510.067	350.566	523.775	347.204	283.596	198.532	217.362	213.441	141.285	88.278	549.156	51.319	592.155	928.804	305.705	262.705	1066.893	920.946	479.846	241.372	429.159	409.086	170.534	120.224	626.88	161.275	198.553	89.755
CNAG_06831	2362	24.277	6.927	20.081	21.123	44.749	34.215	21.191	40.955	32.818	18.843	7.051	40.48	60.363	34.224	16.593	26.228	15.244	14.165	31.448	4.61	13.496	10.13	35.996	19.678	15.57	21.485	25.255	18.867	55.314	33.829	33.773	24.704	23.522	20.841	36.416	27.888
CNAG_06832	2477	19.527	28.696	0	12.606	7.907	21.242	6.233	12.076	8.32	17.156	0	3.291	2.447	9.194	0.415	9.044	7.064	8.094	16.738	3.38	11.27	3.506	29.054	26.572	3.151	13.221	12.406	16.916	6.994	2.506	10.007	31.017	0	1.924	6.069	1.923
CNAG_06833	1558	0	0	7.251	2.044	1.258	0.649	0	0	0	2.531	2.518	0	1.903	0	0	0	4.462	6.83	0	0	0.278	0	3.728	1.724	0.371	0	0	0	0	0	0	0	0	2.244	0	0
CNAG_06834	3043	105.024	136.551	76.976	76.655	96.687	123.724	41.55	140.716	180.037	213.18	54.392	106.63	118.006	305.12	31.111	125.939	159.132	139.12	84.538	82.357	67.202	37.012	122.899	104.134	32.251	69.825	140.454	111.252	59.129	109.006	147.185	278.877	47.59	157.748	294.794	261.891
CNAG_06835	2243	22.166	519.489	97.056	20.782	21.206	20.756	28.254	50.931	99.61	16.171	146.053	92.807	171.028	206.365	30.281	101.746	67.296	92.831	44.974	408.404	189.779	26.298	16.712	6.894	56.347	46.688	40.319	14.313	215.533	137.197	139.054	129.557	66.189	127.609	211.992	201.307
CNAG_06836	1992	0	25.727	8.925	6.132	2.336	0	14.335	11.551	3.698	7.453	7.554	11.519	4.079	5.959	2.904	10.627	18.962	21.247	0.507	6.146	9.322	5.844	0	1.005	12.604	1.653	7.532	11.06	8.901	3.132	3.544	7.686	3.829	9.939	9.971	16.028
CNAG_06837	2664	52.776	20.78	20.638	56.895	47.085	72.483	41.135	77.184	76.499	99.137	30.721	94.453	65.801	77.131	46.044	70.544	45.36	59.442	63.741	22.74	18.922	50.258	44.866	72.247	51.157	53.298	28.357	68.313	9.537	66.406	63.377	112.813	40.479	65.408	77.6	92.64
CNAG_06838	2670	60.165	45.517	13.945	59.961	59.486	42.809	27.423	49.356	47.147	50.483	15.109	27.316	40.242	50.74	8.296	41.151	12.641	29.342	47.848	12.907	16.14	31.752	51.936	29.301	18.165	43.382	23.926	49.445	11.444	31.324	43.989	40.624	18.052	29.498	55.057	75.971
CNAG_06839	1283	44.86	18.801	6.136	42.927	37.381	103.617	19.113	52.506	36.054	56.67	18.131	17.442	33.172	38.991	5.807	34.82	14.5	37.942	86.228	20.897	12.383	36.038	71.605	174.514	29.842	59.083	61.144	129.469	8.265	29.444	42.738	85.639	1.094	27.253	58.092	78.535
CNAG_06840	2862	7162.75	2052.227	1796.655	3429.381	5543.148	6842.757	2139.421	3264.826	5379.164	5489.393	2087.546	2539.033	3143.481	3346.106	878.159	1704.815	1470.854	922.492	6617.942	893.327	1668.496	2658.625	4439.407	5960.059	1826.47	3510.255	6442.697	5131.27	1983.668	2616.77	3557.866	3753.309	1760.296	2265.544	2539.134	1592.824
CNAG_06843	1107	8.444	26.717	116.579	152.97	9.884	3.243	181.782	24.678	6.24	3.797	19.642	8.228	0	4.768	6.222	7.009	0	1.518	3.889	5.531	80.141	47.531	5.014	3.734	83.594	12.808	4.431	0	0	0	0	2.745	0	2.565	2.168	2.244
CNAG_06845	5451	329.322	127.646	205.268	478.669	570.238	523.597	278.179	554.464	405.604	357.457	218.072	202.07	327.644	287.583	111.585	224.294	136.824	203.368	327.499	98.644	109.359	384.924	625.165	451.726	210.932	488.362	365.091	421.588	131.609	330.15	271.228	363.418	148.241	161.275	214.593	261.25
CNAG_06846	777	13.194	28.696	4.462	13.628	18.331	16.215	9.557	24.153	22.649	25.312	8.058	8.886	8.429	16.686	4.563	20.801	18.962	17.2	14.202	8.297	7.513	13.441	9.899	13.932	13.345	24.79	13.735	21.47	0	10.65	14.176	18.116	9.846	25.971	14.306	18.271
CNAG_06847	519	500.844	86.087	146.142	220.085	445.515	508.516	112.601	182.721	337.657	384.456	107.777	140.527	224.865	270.556	50.192	108.755	110.054	60.454	556.088	45.173	121.464	246.811	433.361	624.661	124.743	311.527	492.252	382.552	128.43	223.024	327.517	338.715	162.464	161.916	186.414	180.791
CNAG_06848	320	0	0	0	1.363	0	0.162	0	0	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.329	0	0	0	0	0	0	0	0	0
CNAG_06849	1418	443.318	143.478	90.92	74.27	131.732	155.668	53.808	126.014	107.237	104.34	31.729	47.062	63.354	108.801	23.644	88.406	41.27	55.395	529.036	33.496	40.21	61.362	53.608	75.982	53.752	88.417	80.639	117.108	21.617	43.227	67.338	81.522	50.872	83.042	42.485	85.908
CNAG_06852	1947	28.499	10.885	6.136	27.937	36.123	26.269	8.518	34.129	44.374	32.624	7.554	31.923	25.015	39.672	23.23	51.325	34.95	30.353	21.811	3.995	10.018	22.207	38.695	17.236	12.789	30.987	25.255	29.928	6.358	35.082	28.144	28.821	41.026	33.024	19.075	23.721
CNAG_06853	3157	10.555	37.601	26.216	13.628	22.824	29.674	12.465	15.752	14.329	23.343	9.065	40.151	33.988	41.035	7.052	32.107	7.808	17.706	20.965	34.111	25.601	12.272	18.383	12.64	9.638	22.311	3.988	18.867	18.438	51.997	47.533	51.878	25.163	31.742	44.219	21.156
CNAG_06854	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06860	3702	145.134	97.961	43.508	72.567	199.844	177.397	38.434	165.394	141.673	190.962	35.758	152.375	137.583	133.32	41.481	140.184	97.412	103.202	154.535	71.601	34.088	98.763	222.658	149.379	29.657	123.537	137.352	130.77	35.604	134.065	159.693	163.044	57.984	209.689	126.588	162.52
CNAG_06861	3394	61.748	62.339	23.985	49.4	76.739	64.375	32.409	96.611	75.112	62.576	30.721	76.352	51.118	67.256	38.992	77.779	41.642	73.86	57.993	32.267	21.427	65.453	56.307	70.38	22.428	72.717	69.119	91.084	30.518	74.55	47.116	62.308	48.684	73.423	62.861	93.922
CNAG_06862	2154	0	27.706	19.523	21.463	7.907	12.648	13.296	31.504	27.271	26.015	10.073	14.151	13.323	39.672	16.178	55.621	50.565	54.889	16.231	11.677	6.818	8.376	12.084	8.331	9.082	28.508	27.913	14.313	6.358	27.565	20.848	43.643	11.487	31.101	81.068	119.887
CNAG_06864	2776	169.939	96.971	127.735	236.098	212.064	177.235	201.311	187.447	171.948	187.447	85.113	100.706	101.42	101.82	56	101.52	55.771	54.636	129.343	25.199	91.968	190.514	171.75	151.82	166.633	192.948	146.213	143.132	69.301	130.306	102.779	121.322	103.933	79.195	60.693	83.344
CNAG_06865	801	18.999	18.801	65.262	80.743	77.457	63.078	61.702	75.609	47.609	36.139	68.494	30.607	24.199	26.051	5.393	17.636	11.154	15.177	43.96	2.151	35.897	72.465	60.807	47.255	39.11	37.185	33.673	20.169	61.672	31.95	34.19	17.018	39.385	20.199	12.139	10.899
CNAG_06866	567	6.861	33.643	26.774	7.836	14.916	4.54	30.539	15.227	32.818	19.546	37.269	31.265	23.384	16.686	32.355	32.785	7.808	15.177	18.429	27.964	22.401	15.584	12.598	8.474	35.773	16.94	12.849	14.313	41.962	33.203	24.183	30.742	60.172	58.995	52.89	51.288
CNAG_06867	2547	13.194	16.822	59.126	23.508	33.247	13.135	10.595	34.654	32.587	32.765	38.276	27.316	10.604	21.794	14.104	17.184	13.385	13.406	13.864	51.627	27.549	13.636	23.911	13.645	19.833	30.574	25.255	39.687	76.931	18.168	27.936	23.606	25.163	25.971	19.508	34.94
CNAG_06868	1788	0	73.223	56.895	10.221	2.875	4.378	19.944	3.675	23.342	17.718	124.397	23.366	11.42	24.178	56.829	20.575	22.68	20.742	9.468	342.027	108.803	15.779	5.014	2.873	45.597	25.203	45.636	30.578	147.504	11.276	9.59	9.881	110.497	66.049	107.513	62.828
CNAG_06869	2073	6.861	43.538	11.714	18.738	17.792	9.891	11.011	26.253	14.56	14.484	31.729	32.252	28.006	17.708	9.541	14.697	11.526	5.059	4.227	16.902	15.444	19.87	14.013	2.298	10.565	20.245	17.28	3.904	22.888	5.638	25.017	14.548	24.069	26.612	29.046	12.502
CNAG_06870	1368	3.167	72.234	16.734	2.044	8.626	16.378	0.208	5.251	13.636	14.484	1.511	14.481	21.209	25.54	2.904	12.888	16.359	22.512	4.903	33.803	6.818	1.364	6.685	16.374	3.707	11.155	7.532	15.614	5.722	6.891	25.226	39.251	10.393	17.955	16.474	14.104
CNAG_06871	3132	55.942	50.465	16.734	20.782	26.238	40.701	10.388	22.578	26.347	50.764	16.62	38.505	32.085	55.848	26.133	63.083	15.616	36.424	47.51	34.418	17.531	15.974	16.327	19.678	17.794	24.377	24.812	36.434	21.617	28.818	33.565	45.29	38.291	68.935	45.52	74.689
CNAG_06872	2466	0	1.979	0	0	0	2.27	0	0	2.311	4.922	0	6.253	4.079	7.151	2.489	3.165	7.436	5.818	1.353	0.922	2.644	0.584	1.286	3.878	1.668	0	5.76	9.759	1.907	6.891	6.046	10.43	0	5.771	0.867	5.129
CNAG_06873	1985	0	7.916	3.905	1.022	0	2.594	2.078	7.351	10.862	3.094	1.511	2.304	1.088	2.895	3.319	13.114	5.577	5.818	1.353	1.844	1.809	0	1.414	3.734	0.371	0	0	0	10.173	0	3.336	3.019	7.111	3.848	7.803	0
CNAG_06874	1007	9.5	36.612	10.598	1.363	4.673	9.567	3.116	1.575	12.711	17.859	12.591	5.595	10.332	14.303	8.711	23.515	10.782	2.024	11.497	7.683	8.626	0	5.785	11.347	1.112	3.305	5.76	20.169	13.352	4.385	5.629	7.137	7.658	11.543	16.907	21.477
CNAG_06875	1744	3.167	19.79	8.367	2.044	6.29	7.946	4.155	3.675	1.156	12.234	15.613	30.936	22.296	34.224	1.244	11.305	9.667	4.806	16.231	12.599	8.209	10.13	11.956	9.623	3.707	0.826	7.532	9.108	7.629	41.974	29.604	33.762	0.547	13.787	10.405	50.647
CNAG_06876	1366	11.083	85.097	33.468	14.309	6.11	10.54	17.867	5.776	1.849	4.5	21.656	14.81	16.314	11.238	12.859	13.792	4.462	2.529	12.173	12.907	15.722	12.662	10.67	16.374	17.238	8.676	4.874	8.458	13.352	0.626	16.47	18.665	8.752	11.543	10.405	24.683
CNAG_06877	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_06879	799	18.472	13.853	11.156	3.407	0	5.351	4.363	22.053	7.858	22.218	20.649	18.759	10.06	13.281	13.274	16.958	6.692	18.465	5.918	22.126	9.879	1.169	1.671	12.209	0.927	2.892	7.089	11.06	17.166	5.012	11.258	6.588	12.581	28.856	15.173	58.661
